,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
3113,http://www.wikidata.org/entity/Q3933220,Repton School,boarding school | charitable organization | independent school,educational institution,5
230,http://www.wikidata.org/entity/Q1095773,Clark University,colleges that change lives | liberal arts college | private not-for-profit educational institution | private university | university campus,private university,5
235,http://www.wikidata.org/entity/Q1097810,Moldova State University,open-access publisher | public university,public university,5
3121,http://www.wikidata.org/entity/Q39997,Korea University,private university,private university,5
3159,http://www.wikidata.org/entity/Q41114,Ewha Womans University,private university | women's college,private university,5
2532,http://www.wikidata.org/entity/Q2822268,Arab Academy of Damascus,learned society,learned society,5
3185,http://www.wikidata.org/entity/Q414651,Musical Academic Association at Würzburg,studentenverbindung,not classified organisation,5
6285,http://www.wikidata.org/entity/Q8043217,Xavier College,catholic school | primary school | private school | secondary school,educational institution,5
3211,http://www.wikidata.org/entity/Q421739,National University of Distance Education,open-access publisher | public university | university,public university,5
5165,http://www.wikidata.org/entity/Q6974043,National League,political party,not classified organisation,5
5042,http://www.wikidata.org/entity/Q6811796,Melbourne High School,high school,educational institution,5
6276,http://www.wikidata.org/entity/Q8032350,Woodberry Forest School,school,educational institution,5
2475,http://www.wikidata.org/entity/Q2728155,Royal Galician Academy,academy | language regulator | national academy | organization,scientific organisation,5
3244,http://www.wikidata.org/entity/Q429561,Wichita State University,public educational institution of the united states | university,university,5
2455,http://www.wikidata.org/entity/Q2671495,Corps Frisia Göttingen,german student corps,not classified organisation,5
6255,http://www.wikidata.org/entity/Q8020966,Williams & Connolly,law firm,not classified organisation,5
2448,http://www.wikidata.org/entity/Q265866,National University of the Littoral,open-access publisher | public university,public university,5
341,http://www.wikidata.org/entity/Q1134895,Corps Hansea Bonn,german student corps,not classified organisation,5
3287,http://www.wikidata.org/entity/Q4398500,Rostov State University,university,university,5
2409,http://www.wikidata.org/entity/Q256754,St Catharine's College,college of the university of cambridge | school building | university building,university,5
2414,http://www.wikidata.org/entity/Q2579532,University of Sherbrooke,university in quebec,university,5
357,http://www.wikidata.org/entity/Q1134949,Corps Marchia Halle,german student corps,not classified organisation,5
327,http://www.wikidata.org/entity/Q1134825,Corps Brunsviga Göttingen,german student corps,not classified organisation,5
3325,http://www.wikidata.org/entity/Q4564294,Tusculum University,college | private not-for-profit educational institution,educational institution,5
3329,http://www.wikidata.org/entity/Q4569677,Columbia College,college,educational institution,5
2405,http://www.wikidata.org/entity/Q2565941,Royal Military College of Canada,military academy | university in ontario,university,5
3334,http://www.wikidata.org/entity/Q4572296,Clark Atlanta University,historically black college or university | private not-for-profit educational institution | private university,private university,5
1115,http://www.wikidata.org/entity/Q1436924,KDStV Bavaria Bonn,studentenverbindung,not classified organisation,5
3387,http://www.wikidata.org/entity/Q4681726,Adelaide High School,high school,educational institution,5
3389,http://www.wikidata.org/entity/Q4683004,Adisadel College,high school | public institution | school,educational institution,5
3393,http://www.wikidata.org/entity/Q46873674,Thirteenth Street School,high school,educational institution,5
2345,http://www.wikidata.org/entity/Q2495907,University of Scranton,private not-for-profit educational institution | university,university,5
2352,http://www.wikidata.org/entity/Q2496192,University of Zululand,business | university,university,5
380,http://www.wikidata.org/entity/Q1135043,Corps Saxonia Kiel,german student corps,not classified organisation,5
381,http://www.wikidata.org/entity/Q1135045,Corps Saxonia Leipzig,german student corps,not classified organisation,5
3407,http://www.wikidata.org/entity/Q47131,Ku Klux Klan,armed organization | criminal organization | hate group | political organization | terrorist organization,not classified organisation,5
6214,http://www.wikidata.org/entity/Q7986919,West Virginia State University,historically black college or university | land-grant university | public educational institution of the united states | public university,public university,5
6222,http://www.wikidata.org/entity/Q7988234,Western Reserve Academy,historic district | university-preparatory school,university,5
2313,http://www.wikidata.org/entity/Q2464277,Tübinger Burschenschaft Derendingia,burschenschaft,not classified organisation,5
2291,http://www.wikidata.org/entity/Q2412643,Appellate court Den Haag,dutch court of appeal,not classified organisation,5
427,http://www.wikidata.org/entity/Q1142714,St. Xavier High School,boys' school | catholic school | high school | jesuit school | nonprofit organization | university-preparatory school,university,5
2216,http://www.wikidata.org/entity/Q2274271,Stonyhurst College,boarding school | charitable organization | independent school | school building,educational institution,5
2219,http://www.wikidata.org/entity/Q2278254,Sherborne School,boarding school | boys' school | charitable organization | independent school,educational institution,5
442,http://www.wikidata.org/entity/Q1144750,Queensland University of Technology,public university,public university,5
422,http://www.wikidata.org/entity/Q1141571,Macalester College,liberal arts college in the united states | private not-for-profit educational institution,educational institution,5
467,http://www.wikidata.org/entity/Q11524659,Tokyo University,university,university,5
